id,name,generic_term,plural_form,stem,root,meaning,phonetic,grammatical_info,notes,comment,source__id,language__id,species__id,refs__ids,categories__ids
acaciaataxacantha-afr-0,vlamdoring,doring,,,,,,,,http://www.plantzafrica.com/plantab/acaciaataxa.htm,http://www.plantzafrica.com/plantab/acaciaataxa.htm,afr,acaciaataxacantha,,afr-bome;afr-plante
acaciaataxacantha-afr-1,rank wag-'n-bietjie,doring,,,,,,,,http://www.plantzafrica.com/plantab/acaciaataxa.htm,http://www.plantzafrica.com/plantab/acaciaataxa.htm,afr,acaciaataxacantha,,afr-bome;afr-plante
acaciacaffra-afr-0,gewone haakdoring,doring,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,acaciacaffra,,afr-bome;afr-plante
acaciacaffra-afr-1,katdoring,doring,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,acaciacaffra,,afr-bome;afr-plante
acaciaerioloba-afr-0,kameeldoring,doring,,,,,,,,,,afr,acaciaerioloba,vanrooyen2001[26],afr-bome;afr-plante
acaciahebecladahebeclada-afr-0,trassie bos,bos,,,,,,,,,,afr,acaciahebecladahebeclada,vanrooyen2001[42],afr-plante
acaciakarroo-afr-0,soetdoring,doring,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,acaciakarroo,,afr-bome;afr-plante
acacialuederitzii-afr-0,basterhaak-en-steek,basterhaak-en-steek,,,,,,,,,,afr,acacialuederitzii,vanrooyen2001[30],afr-bome;afr-plante
acacialuederitzii-afr-1,swartbas,,,,,,,,,,,afr,acacialuederitzii,vanrooyen2001[30],afr-bome;afr-plante
acaciamellifera-afr-0,swarthaak,swarthaak,,,,,,,,,,afr,acaciamellifera,vanrooyen2001[42],afr-plante
acaciamellifera-afr-1,gnoibos,bos,,,,,,,,,,afr,acaciamellifera,vanrooyen2001[42],afr-plante
acacianigrescens-afr-0,knoppiesdoring,doring,,,,,,,,,,afr,acacianigrescens,snymaned1990[282],afr-bome;afr-plante
acacianiloticasubspkraussiana-afr-0,lekkerruikpeul,,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,acacianiloticasubspkraussiana,,afr-bome;afr-plante
acanthosicyosnaudinianus-afr-0,gemsbokkomkommer,komkommer,,,,,,,,,,afr,acanthosicyosnaudinianus,vanrooyen2001[146],afr-plante
accipiterbadius-afr-0,gebande sperwer,sperwer,,,,,,,,,,afr,accipiterbadius,sinclair1994[86],afr-voels;afr-diere
acinonyxjubatus-afr-0,jagluiperd,jagluiperd,,,,,,,,http://af.wikipedia.org/wiki/Jagluiperd,http://af.wikipedia.org/wiki/Jagluiperd,afr,acinonyxjubatus,,afr-soogdiere;afr-diere
aepycerosmelampus-afr-0,rooibok,rooibok,,,,,,,,http://af.wikipedia.org/wiki/Rooibok,http://af.wikipedia.org/wiki/Rooibok,afr,aepycerosmelampus,,afr-soogdiere;afr-diere
agamaaculeata-afr-0,koggelmander ,koggelmander,,,,agama,,,,,,afr,agamaaculeata,eksteen1997[744],afr-reptiele;afr-diere
agamaagama-afr-0,koggelmander ,koggelmander,,,,agama,,,,,,afr,agamaagama,eksteen1997[744],afr-reptiele;afr-diere
alcelaphusbuselaphus-afr-0,rooihartbees,hartebees,,,,,,,,,,afr,alcelaphusbuselaphus,duplessis2005[212];stuartstuart2007[296],afr-soogdiere;afr-diere
aloecryptopoda-afr-0,tweekleur-aalwyn,aalwyn,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,aloecryptopoda,,afr-plante
aloecryptopoda-afr-1,geelaalwyn,aalwyn,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,aloecryptopoda,,afr-plante
aloezebrina-afr-0,aalwyn,aalwyn,,,,aloe,,,,http://af.wikipedia.org/wiki/Aalwyn,http://af.wikipedia.org/wiki/Aalwyn,afr,aloezebrina,,afr-plante
aloezebrina-afr-1,aalwee,aalwyn,,,,aloe,,,,http://af.wikipedia.org/wiki/Aalwyn,http://af.wikipedia.org/wiki/Aalwyn,afr,aloezebrina,,afr-plante
amadinaerythrocephala-afr-0,rooikopvink,vink,,,,,,,,,,afr,amadinaerythrocephala,sinclair1994[318],afr-voels;afr-diere
anatidae-afr-0,eendvoël,eend,,,,,,,,http://af.wikipedia.org/wiki/Anatidae,http://af.wikipedia.org/wiki/Anatidae,afr,anatidae,,afr-voels;afr-diere
anthephorapubescens-afr-0,borseltjiegras,gras,,,,,,,,http://en.wikipedia.org/wiki/Anthephora_pubescens,http://en.wikipedia.org/wiki/Anthephora_pubescens,afr,anthephorapubescens,,afr-grasse;afr-plante
antidorcasmarsupialis-afr-0,springbok,,,,,,,,,,,afr,antidorcasmarsupialis,duplessis2005[546],afr-soogdiere;afr-diere
aonyxcapensis-afr-0,Kaapse groototter,otter,,,,,,,,http://af.wikipedia.org/wiki/Groototter,http://af.wikipedia.org/wiki/Groototter,afr,aonyxcapensis,stuartstuart2007[297],afr-soogdiere;afr-diere
aptosimumalbomarginatum-afr-0,koegab,,,,,,,,,,,afr,aptosimumalbomarginatum,vanrooyen2001[78],afr-plante
aquilarapax-afr-0,roofarend,arend,,,,,,,,,,afr,aquilarapax,sinclair1994[76],afr-voels;afr-diere
ardeotiskori-afr-0,gompou,,,,,,,,,,,afr,ardeotiskori,sinclair1994[112],afr-voels;afr-diere
asparagusnelsii-afr-0,sandveldkatbos,bos,,,,,,,,,,afr,asparagusnelsii,vanrooyen2001[60],afr-plante
atelerixfrontalis-afr-0,Suider-Afrikaanse krimpvarkie,krimpvarkie,,,,,,,,,,afr,atelerixfrontalis,stuartstuart2007[296],afr-soogdiere;afr-diere
berchemiazeyheri-afr-0,rooi-ivoor,ivoor,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,berchemiazeyheri,,afr-plante
berchemiazeyheri-afr-1,rooihout,,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,berchemiazeyheri,,afr-plante
bitisarietans-afr-0,pofadder,adder,,,,,,,,,,afr,bitisarietans,eksteen1997[1228],afr-reptiele;afr-diere
boophanedisticha-afr-0,gifbol,gifbol,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,boophanedisticha,vanrooyen2001[120],afr-plante
boophanedisticha-afr-1,kopseerblom,,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,boophanedisticha,vanrooyen2001[120],afr-plante
boophanedisticha-afr-2,perdeskop,,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,boophanedisticha,vanrooyen2001[120],afr-plante
boophanedisticha-afr-3,seerooglelie,,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,boophanedisticha,vanrooyen2001[120],afr-plante
bosciaalbitrunca-afr-0,witgatboom,,,,,,,,,,,afr,bosciaalbitrunca,vanrooyen2001[24],afr-bome;afr-plante
buboafricanus-afr-0,gevlekte ooruil,uil,,,,,,,,,,afr,buboafricanus,sinclair1994[164],afr-voels;afr-diere
bubolacteus-afr-0,reuse ooruil,uil,,,,,,,,,,afr,bubolacteus,sinclair1994[164],afr-voels;afr-diere
bubulcusibis-afr-0,veereier,reier,,,,,,,,http://af.wikipedia.org/wiki/Veereier,http://af.wikipedia.org/wiki/Veereier,afr,bubulcusibis,,afr-voels;afr-diere
buddlejasaligna-afr-0,witolien,olien,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,buddlejasaligna,,afr-plante
bufogutturalis-afr-0,padda ,padda,,,,"frog, toad",,,,,,afr,bufogutturalis,eksteen1997[1389],afr-amfibiee;afr-diere
burhinuscapensis-afr-0,gewone dikkop,dikkop,,,,,,,,http://af.wikipedia.org/wiki/Gewone_dikkop,http://af.wikipedia.org/wiki/Gewone_dikkop,afr,burhinuscapensis,,afr-voels;afr-diere
burkeaafricana-afr-0,wildesering,sering,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,burkeaafricana,,afr-plante
canismesomelas-afr-0,rooijakkals,jakkals,,,,,,,,,,afr,canismesomelas,duplessis2005[810],afr-soogdiere;afr-diere
caracalcaracal-afr-0,rooikat,kat,,,,,,,,http://af.wikipedia.org/wiki/Rooikat,http://af.wikipedia.org/wiki/Rooikat,afr,caracalcaracal,,afr-soogdiere;afr-diere
carissabispinosa-afr-0,noemnoem,,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,carissabispinosa,,afr-plante
catophractesalexandri-afr-0,trompetdoring,doring,,,,,,,,,,afr,catophractesalexandri,vanrooyen2001[54],afr-plante
catophractesalexandri-afr-1,gabbabos,bos,,,,,,,,,,afr,catophractesalexandri,vanrooyen2001[54],afr-plante
catophractesalexandri-afr-2,swartdoring,,,,,,,,,,,afr,catophractesalexandri,vanrooyen2001[54],afr-plante
ceratotheriumsimum-afr-0,witrenoster,renoster,,,,,,,,http://af.wikipedia.org/wiki/Witrenoster,http://af.wikipedia.org/wiki/Witrenoster,afr,ceratotheriumsimum,,afr-soogdiere;afr-diere
chamaeleodilepis-afr-0,trapsuutjies,trapsuutjies,,,,chameleon,,,,,,afr,chamaeleodilepis,eksteen1997[829],afr-reptiele;afr-diere
chamaeleo-afr-0,"trapsuutjies, trapsoetjies",,,,,,,,,,,afr,chamaeleo,eksteen1997[829],afr-reptiele;afr-diere
chamaeleo-afr-1,verkleurmannetjie,,,,,,,,,,,afr,chamaeleo,eksteen1997[829],afr-reptiele;afr-diere
chamaeleo-afr-2,kameleon,,,,,,,,,,,afr,chamaeleo,eksteen1997[829],afr-reptiele;afr-diere
chrysococcyxcaprius-afr-0,diederikkie,,,,,,,,,http://af.wikipedia.org/wiki/Diederikkie,http://af.wikipedia.org/wiki/Diederikkie,afr,chrysococcyxcaprius,,afr-voels;afr-diere
ciconiaabdimii-afr-0,kleinswartooievaar,ooievaar,,,,,,,,,,afr,ciconiaabdimii,sinclair1994[58],afr-voels;afr-diere
ciconiaabdimii-afr-1,blouwangooievaar,ooievaar,,,,,,,,,,afr,ciconiaabdimii,sinclair1994[58],afr-voels;afr-diere
cisticolaaridulus-afr-0,woestynklopkloppie,klopkloppie,,,,,,,,,,afr,cisticolaaridulus,sinclair1994[252],afr-voels;afr-diere
citrulluslanatus-afr-0,tsamma,tsamma,,,,,,,,,,afr,citrulluslanatus,vanrooyen2001[148],afr-plante
citrulluslanatus-afr-1,karkoer,,,,,,,,,,,afr,citrulluslanatus,vanrooyen2001[148],afr-plante
citrulluslanatus-afr-2,bitterwaatlemoen,,,,,,,,,,,afr,citrulluslanatus,vanrooyen2001[148],afr-plante
clamatorglandarius-afr-0,gevlekte koekoek,koekoek,,,,,,,,,,afr,clamatorglandarius,sinclair1994[160],afr-voels;afr-diere
cocciniarehmannii-afr-0,wilde komkommer,komkommer,,,,,,,,,,afr,cocciniarehmannii,vanrooyen2001[150],afr-plante
connochaetesgnou-afr-0,swartwildebees,wildebees,,,,,,,,http://af.wikipedia.org/wiki/Swartwildebees,http://af.wikipedia.org/wiki/Swartwildebees,afr,connochaetesgnou,,afr-soogdiere;afr-diere
connochaetestaurinus-afr-0,blouwildebees,wildebees,,,,,,,,,,afr,connochaetestaurinus,duplessis2005[74],afr-soogdiere;afr-diere
coraciascaudatus-afr-0,gewone troupant,troupant,,,,,,,,http://af.wikipedia.org/wiki/Gewone_troupant,http://af.wikipedia.org/wiki/Gewone_troupant,afr,coraciascaudatus,,afr-voels;afr-diere
coraciasgarrulus-afr-0,Europese troupant,troupant,,,,,,,,http://af.wikipedia.org/wiki/Europese_troupant,http://af.wikipedia.org/wiki/Europese_troupant,afr,coraciasgarrulus,,afr-voels;afr-diere
coraciasnaevia-afr-0,groottroupant,troupant,,,,,,,,,,afr,coraciasnaevia,sinclair1994[182],afr-voels;afr-diere
corvusalbicollis-afr-0,withalskraai,kraai,,,,,,,,http://af.wikipedia.org/wiki/Withalskraai,http://af.wikipedia.org/wiki/Withalskraai,afr,corvusalbicollis,,afr-voels;afr-diere
corvusalbus-afr-0,witborskraai,kraai,,,,,,,,http://af.wikipedia.org/wiki/Witborskraai,http://af.wikipedia.org/wiki/Witborskraai,afr,corvusalbus,,afr-voels;afr-diere
corvuscapensis-afr-0,swartkraai,kraai,,,,,,,,,,afr,corvuscapensis,sinclair1994[214],afr-voels;afr-diere
creatophoracinerea-afr-0,lelspreeu,spreeu,,,,,,,,,,afr,creatophoracinerea,sinclair1994[290],afr-voels;afr-diere
crocutacrocuta-afr-0,gevlekte hiëna,hiëna,,,,,,,,http://af.wikipedia.org/wiki/Gevlekte_hi%C3%ABna,http://af.wikipedia.org/wiki/Gevlekte_hi%C3%ABna,afr,crocutacrocuta,,afr-soogdiere;afr-diere
crotalariaorientalis-afr-0,besembossie,bossie,,,,,,,,,,afr,crotalariaorientalis,vanrooyen2001[66],afr-plante
crotalariaspartioides-afr-0,besembossie,bossie,,,,,,,,,,afr,crotalariaspartioides,vanrooyen2001[66],afr-plante
cuculusclamosus-afr-0,swartkoekoek,koekoek,,,,,,,,,,afr,cuculusclamosus,sinclair1994[158],afr-voels;afr-diere
cucumisafricanus-afr-0,doringkomkommer,komkommer,,,,,,,,,,afr,cucumisafricanus,vanrooyen2001[146],afr-plante
cucumisafricanus-afr-1,springbokkomkommer,komkommer,,,,,,,,,,afr,cucumisafricanus,vanrooyen2001[146],afr-plante
cussoniapaniculata-afr-0,bergkiepersol,kiepersol,,,,,,,,http://www.plantzafrica.com/plantcd/cussoniapan.htm,http://www.plantzafrica.com/plantcd/cussoniapan.htm,afr,cussoniapaniculata,,afr-bome;afr-plante
cynictispenicillata-afr-0,rooimeerkat,meerkat,,,,,,,,http://af.wikipedia.org/wiki/Rooimeerkat,http://af.wikipedia.org/wiki/Rooimeerkat,afr,cynictispenicillata,,afr-soogdiere;afr-diere
cynictispenicillata-afr-1,witkwasmuishond,muishond,,,,,,,,http://af.wikipedia.org/wiki/Rooimeerkat,http://af.wikipedia.org/wiki/Rooimeerkat,afr,cynictispenicillata,,afr-soogdiere;afr-diere
damaliscusdorcasphillpsi-afr-0,blesbok,blesbok,,,,,,,,,,afr,damaliscusdorcasphillpsi,,afr-soogdiere;afr-diere
damaliscuslunatus-afr-0,tsessebe,tsessebe,,,,,,,,,,afr,damaliscuslunatus,stuartstuart2007[298],afr-soogdiere;afr-diere
dicerosbicornis-afr-0,swartrenoster,renoster,,,,,,,,http://af.wikipedia.org/wiki/Swartrenoster,http://af.wikipedia.org/wiki/Swartrenoster,afr,dicerosbicornis,,afr-soogdiere;afr-diere
dichrostachyscinerea-afr-0,sekelbos,bos,,,,,,,,,,afr,dichrostachyscinerea,vanrooyen2001[44],afr-plante
dicomaanomala-afr-0,maagbitterwortel,wortel,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,dicomaanomala,,afr-plante
dicomaanomala-afr-1,kalwerbossie,bossie,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,dicomaanomala,,afr-plante
dicomaanomala-afr-2,koorsbossie,,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,dicomaanomala,,afr-plante
dicomaanomala-afr-3,gryshout,,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,dicomaanomala,,afr-plante
dicomaanomala-afr-4,maagbossie,,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,dicomaanomala,,afr-plante
dicomacapensis-afr-0,koorsbossie,,,,,,,,,,,afr,dicomacapensis,vanrooyen2001[188],afr-plante
dicomacapensis-afr-1,wilde karmedik,karmedik,,,,,,,,,,afr,dicomacapensis,vanrooyen2001[188],afr-plante
dicrurusadsimilis-afr-0,mikstertbyvanger,byvanger,,,,,,,,,,afr,dicrurusadsimilis,sinclair1994[212],afr-voels;afr-diere
diospyroslycioides-afr-0,bloubos,bos,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,diospyroslycioides,,afr-plante
dispholidustypus-afr-0,boomslang,boomslang,,,,,,,,http://af.wikipedia.org/wiki/Boomslang,http://af.wikipedia.org/wiki/Boomslang,afr,dispholidustypus,,afr-reptiele;afr-diere
dombeyarotundifolia-afr-0,drolpeer,drolpeer,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,dombeyarotundifolia,,afr-bome;afr-plante
ehretiarigida-afr-0,deurmekaarbos,bos,,,,,,,,,,afr,ehretiarigida,vanrooyen2001[50],afr-plante
ehretiarigida-afr-1,gwenjabessie,bessie,,,,,,,,,,afr,ehretiarigida,vanrooyen2001[50],afr-plante
elephantorrhizaelephantina-afr-0,elandsboontjie,boontjie,,,,,,,,,,afr,elephantorrhizaelephantina,vanrooyen2001[68],afr-plante
elephantorrhizaelephantina-afr-1,leerbossie,bossie,,,,,,,,,,afr,elephantorrhizaelephantina,vanrooyen2001[68],afr-plante
englerophytummagalismontanum-afr-0,stamvrug,stamvrug,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,englerophytummagalismontanum,,afr-bome;afr-plante
eragrostislehmanniana-afr-0,knietjiesgras,gras,,,,,,,,,,afr,eragrostislehmanniana,,afr-grasse;afr-plante
erythropygiapaena-afr-0,kalahariwipstert,wipstert,,,,,,,,,,afr,erythropygiapaena,sinclair1994[234],afr-voels;afr-diere
eucleacrispa-afr-0,bloughwarrie,ghwarrie,,,,,,,,http://www.plantzafrica.com/plantoftheweek/plantweekmaxfram.htm,http://www.plantzafrica.com/plantoftheweek/plantweekmaxfram.htm,afr,eucleacrispa,,afr-plante
euplectesprogne-afr-0,langstertflap,flap,,,,,,,,http://af.wikipedia.org/wiki/Langstertflap,http://af.wikipedia.org/wiki/Langstertflap,afr,euplectesprogne,,afr-voels;afr-diere
eupodotisafra-afr-0,swartkorhaan,korhaan,,,,,,,,,,afr,eupodotisafra,sinclair1994[114],afr-voels;afr-diere
eupodotisruficrista-afr-0,boskorhaan,korhaan,,,,,,,,,,afr,eupodotisruficrista,sinclair1994[114],afr-voels;afr-diere
eurocephalusanguitimens-afr-0,kremetartlaksman,laksman,,,,,,,,,,afr,eurocephalusanguitimens,sinclair1994[284],afr-voels;afr-diere
falcobiarmicus-afr-0,edelvalk,valk,,,,,,,,,,afr,falcobiarmicus,sinclair1994[88],afr-voels;afr-diere
faureasaligna-afr-0,bosveldboekenhout,hout,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,faureasaligna,,afr-plante
felislybica-afr-0,"vaalboskat, wildekat",kat,,,,,,,,http://af.wikipedia.org/wiki/Vaalboskat,http://af.wikipedia.org/wiki/Vaalboskat,afr,felislybica,"stuartstuart2007[296], eksteen1997[1457]",afr-soogdiere;afr-diere
felisnigripes-afr-0,klein gekolde kat,kat,,,,,,,,http://af.wikipedia.org/wiki/Klein_gekolde_kat,http://af.wikipedia.org/wiki/Klein_gekolde_kat,afr,felisnigripes,,afr-soogdiere;afr-diere
felisserval-afr-0,tierboskat,kat,,,,,,,,http://af.wikipedia.org/wiki/Tierboskat,http://af.wikipedia.org/wiki/Tierboskat,afr,felisserval,stuartstuart2007[296],afr-soogdiere;afr-diere
ficusingens-afr-0,rooiblaarvy,vy,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,ficusingens,,afr-plante
formicidae-afr-0,mier,mier,,,,,,,,,,afr,formicidae,duplessis2005[772],afr-ongewerweldes;afr-diere
francolinusadspersus-afr-0,rooibekfisant,fisant,,,,,,,,http://af.wikipedia.org/wiki/Rooibekfisant,http://af.wikipedia.org/wiki/Rooibekfisant,afr,francolinusadspersus,,afr-voels;afr-diere
galagomoholi-afr-0,nagapie,nagaap,,,,,,,,,,afr,galagomoholi,stuartstuart2007[297],afr-soogdiere;afr-diere
genettagenetta-afr-0,kleinkolmuskejaatkat,muskejaatkat,,,,,,,,http://af.wikipedia.org/wiki/Kleinkolmuskejaatkat,http://af.wikipedia.org/wiki/Kleinkolmuskejaatkat,afr,genettagenetta,stuartstuart2007[297],afr-soogdiere;afr-diere
geochelonepardalis-afr-0,bergskilpad,skilpad,,,,,,,,,,afr,geochelonepardalis,cunningham[],afr-reptiele;afr-diere
giraffacamelopardalis-afr-0,kameelperd,kameelperd,,,,,,,,http://af.wikipedia.org/wiki/Kameelperd,http://af.wikipedia.org/wiki/Kameelperd,afr,giraffacamelopardalis,,afr-soogdiere;afr-diere
glaucidiumperlatum-afr-0,witkoluil,uil,,,,,,,,,,afr,glaucidiumperlatum,sinclair1994[166],afr-voels;afr-diere
gnidiacapitata-afr-0,gifbossie,bossie,,,,,,,,,,afr,gnidiacapitata,snymaned1990[265],afr-plante
gomphocarpusfruticosus-afr-0,gansies,gansies,,,,,,,,,,afr,gomphocarpusfruticosus,vanrooyen2001[180],afr-plante
gomphocarpusfruticosus-afr-1,blaasoppies,,,,,,,,,,,afr,gomphocarpusfruticosus,vanrooyen2001[180],afr-plante
gomphocarpusfruticosus-afr-2,kapokbossie,,,,,,,,,,,afr,gomphocarpusfruticosus,vanrooyen2001[180],afr-plante
gomphocarpusfruticosus-afr-3,tontelbos,,,,,,,,,,,afr,gomphocarpusfruticosus,vanrooyen2001[180],afr-plante
grewiaflava-afr-0,fluweelrosyntjiebos,bos,,,,,,,,,,afr,grewiaflava,vanrooyen2001[48],afr-plante
grewiaoccidentalis-afr-0,kruisbessie,bessie,,,,,,,,http://www.plantzafrica.com/plantefg/grewiaoccident.htm,http://www.plantzafrica.com/plantefg/grewiaoccident.htm,afr,grewiaoccidentalis,,afr-plante
grewiaretinervis-afr-0,Kalahari skurwe rosyntjie,rosyntjie,,,,,,,,,,afr,grewiaretinervis,vanrooyen2001[48],afr-plante
gypsafricanus-afr-0,witrugaasvoël,aasvoël,,,,,,,,,,afr,gypsafricanus,sinclair1994[70],afr-voels;afr-diere
gypscoprotheres-afr-0,kransaasvoel,aasvoël,,,,,,,,,,afr,gypscoprotheres,eksteen1997[819],afr-voels;afr-diere
haliaeetusvocifer-afr-0,visarend,arend,,,,,,,,http://af.wikipedia.org/wiki/Visarend,http://af.wikipedia.org/wiki/Visarend,afr,haliaeetusvocifer,,afr-voels;afr-diere
harpagophytumprocumbens-afr-0,duiwelsklou,klou,,,,,,,,,,afr,harpagophytumprocumbens,vanrooyen2001[144],afr-plante
harpagophytumprocumbens-afr-1,ghamaghoe,,,,,,,,,,,afr,harpagophytumprocumbens,vanrooyen2001[144],afr-plante
helogaleparvula-afr-0,dwergmuishond,muishond,,,,,,,,http://af.wikipedia.org/wiki/Dwergmuishond,http://af.wikipedia.org/wiki/Dwergmuishond,afr,helogaleparvula,stuartstuart2007[297],afr-soogdiere;afr-diere
hermbstaedtiafleckii-afr-0,katstert,katstert,,,,,,,,,,afr,hermbstaedtiafleckii,vanrooyen2001[158],afr-plante
hippopotamusamphibius-afr-0,seekoei,seekoei,,,,,,,,http://af.wikipedia.org/wiki/Seekoei,http://af.wikipedia.org/wiki/Seekoei,afr,hippopotamusamphibius,,afr-soogdiere;afr-diere
hippotragusniger-afr-0,swartwitpens,swartwitpens,,,,,,,,http://af.wikipedia.org/wiki/Swartwitpens,http://af.wikipedia.org/wiki/Swartwitpens,afr,hippotragusniger,,afr-soogdiere;afr-diere
hyaenabrunnea-afr-0,strandwolf,strandwolf,,,,,,,,http://af.wikipedia.org/wiki/Strandwolf,http://af.wikipedia.org/wiki/Strandwolf,afr,hyaenabrunnea,eksteen1997[547],afr-soogdiere;afr-diere
hyaenabrunnea-afr-1,strandjut,,,,,,,,,http://af.wikipedia.org/wiki/Strandwolf,http://af.wikipedia.org/wiki/Strandwolf,afr,hyaenabrunnea,eksteen1997[547],afr-soogdiere;afr-diere
hystrixafricaeaustralis-afr-0,ystervark,ystervark,,,,,,,,http://af.wikipedia.org/wiki/Ystervark,http://af.wikipedia.org/wiki/Ystervark,afr,hystrixafricaeaustralis,,afr-soogdiere;afr-diere
ichneumiaalbicauda-afr-0,witstertmuishond,muishond,,,,,,,,,,afr,ichneumiaalbicauda,stuartstuart2007[297],afr-soogdiere;afr-diere
ictonyxstriatus-afr-0,stinkmuishond,muishond,,,,,,,,http://af.wikipedia.org/wiki/Stinkmuishond,http://af.wikipedia.org/wiki/Stinkmuishond,afr,ictonyxstriatus,,afr-soogdiere;afr-diere
juliformia-afr-0,duisendpoot,duisendpoot,,,,,,,,,,afr,juliformia,eksteen1997[1120],afr-ongewerweldes;afr-diere
kalanchoerotundifolia-afr-0,nentabos,bos,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,kalanchoerotundifolia,,afr-plante
kalanchoerotundifolia-afr-1,plakkie,,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,kalanchoerotundifolia,,afr-plante
kedrostishirtella-afr-0,bobbejaankomkommer,komkommer,,,,,,,,http://www.plantzafrica.com/frames/plantsfram.htm,http://www.plantzafrica.com/frames/plantsfram.htm,afr,kedrostishirtella,,afr-plante
kobusellipsiprymnus-afr-0,waterbok,waterbok,,,,,,,,,,afr,kobusellipsiprymnus,,afr-soogdiere;afr-diere
kyllingaalba-afr-0,witbiesie,,,,,,,,,,,afr,kyllingaalba,vanrooyen2001[114],afr-plante
lamprotornisnitens-afr-0,kleinglansspreeu,spreeu,,,,,,,,,,afr,lamprotornisnitens,"sinclair1994[286, 361]",afr-voels;afr-diere
laniariusatrococcineus-afr-0,rooiborslaksman,laksman,,,,,,,,,,afr,laniariusatrococcineus,sinclair1994[278],afr-voels;afr-diere
laniusminor-afr-0,gryslaksman,laksman,,,,,,,,,,afr,laniusminor,sinclair1994[278],afr-voels;afr-diere
leptoptiloscrumeniferus-afr-0,maraboe,maraboe,,,,,,,,http://af.wikipedia.org/wiki/Maraboe,http://af.wikipedia.org/wiki/Maraboe,afr,leptoptiloscrumeniferus,,afr-voels;afr-diere
lepuscapensis-afr-0,vlakhaas,haas,,,,,,,,http://af.wikipedia.org/wiki/Vlakhaas,http://af.wikipedia.org/wiki/Vlakhaas,afr,lepuscapensis,,afr-soogdiere;afr-diere
lepuscapensis-afr-1,rooipootjie,haas,,,,,,,,http://af.wikipedia.org/wiki/Vlakhaas,http://af.wikipedia.org/wiki/Vlakhaas,afr,lepuscapensis,,afr-soogdiere;afr-diere
lepussaxatilis-afr-0,kolhaas,haas,,,,,,,,http://af.wikipedia.org/wiki/Kolhaas,http://af.wikipedia.org/wiki/Kolhaas,afr,lepussaxatilis,,afr-soogdiere;afr-diere
